,Index,Address,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received ,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance, Total ERC20 tnxs, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec addr, ERC20 uniq sent addr.1, ERC20 uniq rec contract addr, ERC20 avg time between sent tnx, ERC20 avg time between rec tnx, ERC20 avg time between rec 2 tnx, ERC20 avg time between contract tnx, ERC20 min val rec, ERC20 max val rec, ERC20 avg val rec, ERC20 min val sent, ERC20 max val sent, ERC20 avg val sent, ERC20 min val sent contract, ERC20 max val sent contract, ERC20 avg val sent contract, ERC20 uniq sent token name, ERC20 uniq rec token name, ERC20 most sent token type, ERC20_most_rec_token_type
7687,26,0x02fd82cba3bae39484d5eb7f75b5f3d5f418c691,0,3637.35,527415.48,0,145,1,87,0,0,8.6,0.496212,0,0,0,0,0,0,146,0,71.95072335,0,71.95072335,,,,,,,,,,,,,,,,,,,,,,,,,
7718,57,0x069a6761e9897ced3f5d13f4aa9ad745e526c913,0,34540.87,172704.37,0,5,1,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
7719,58,0x071cf579507dd0661845694f709e68cf7ea506a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
7727,66,0x07920356975798037f26a934db461c7aafc8aa05,272.57,1.46,1377.5,5,10,0,2,5,0,2.989391,0.308882,0,2.688446,0.617689,0,0,0,15,3.088446,3.088824,0,0.000378,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
7730,69,0x07cfb04588154b06e3958b5d70408244102014d5,0,58.82,206575.92,1,14,0,13,1,0.014016,7,1.793739,25.11148,25.11148,25.11148,0,0,0,15,25.11148009,25.11234109,0,0.000861,3,1.337,0,0,0,2,0,3,0,0,0,0,0,1.337,0.445667,0,0,0,0,0,0,0,3, ,Blockwell say NOTSAFU
7740,79,0x09430a9fb46a1a3b83980768c4cedf654d8eefa3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
7750,89,0x0a104b095bc84815b27d93b232c6863759b79043,0,0,77259.7,1,1,0,1,1,1.008441,1.008441,1.008441,1.00758,1.00758,1.00758,0,0,0,2,1.00758007,1.00844107,0,0.000861,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
7755,94,0x0a72dc6925181e2c0ff2c26a32fb6f3a7e6c9bdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
7757,96,0x0a796062214cf4fc232dd8538a19035ac79a595c,2313.25,3942.93,235317.43,54,28,0,28,45,0.002492,1.127365,0.10423699999999997,0,0.8,0.053370000000000015,0,0,0,82,2.882,2.918644235,0,0.036644235,84,8232394.0660000015,2737224.502,0,2,26,0,39,0,0,0,0,0,5000000,168008.0422,0,1842886.147,78206.41434,0,0,0,35,39,BitDice,Cashaa
7759,98,0x0a888f0f0b772e17a2adfd62d3f15cec72c8d42f,1333.22,676.44,18106.57,8,11,0,11,7,0.011757,30,3.534949,0.8,31.027554,4.859694,0,0,0,19,38.87755383,38.88444183,0,0.006888,,,,,,,,,,,,,,,,,,,,,,,,,
7771,110,0x0bb4251b8c5e8acb27d6809d77a10aa1cacc5144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
7784,123,0x0d202934db48341adfe26812a1d8731383b065b3,0,2087.3,34361.97,1,13,0,10,1,0.4991390000000001,1.389139,0.857957,11.152582,11.152582,11.152582,0,0,0,14,11.15258216,11.15344316,0,0.000861,2,1500,0,0,0,2,0,2,0,0,0,0,0,1500,750,0,0,0,0,0,0,0,2, ,Free BOB Tokens - BobsRepair.com
7792,131,0x0d9dacef694563ee0888e2751bf2349ac1b6270e,216.09,729.52,7213.98,3,9,0,9,2,0.007,0.8,0.25269899999999995,0.01,4.118,1.424333,0,0,0,12,4.273,2.27429457,0,-1.99870543,,,,,,,,,,,,,,,,,,,,,,,,,
7793,132,0x0dac7a548551dd2e0f7293005f14f9261d7e0196,16099.06,22095.44,202965.23,3,7,0,5,3,0.315,2.3,0.98069,0.05,3.824,2.287667,0,0,0,10,6.863,6.86483216,0,0.00183216,3,1502.294081,0,0,0,3,0,3,0,0,0,0,0,1500,500.764694,0,0,0,0,0,0,0,3, ,Free BOB Tokens - BobsRepair.com
7800,139,0x0e0ba79cb92e07555ef7a3fe9e18ba33dd0b6d29,0,921,8288.97,0,9,0,9,0,0.15,5,1.947816,0,0,0,0,0,0,9,0,17.53034689,0,17.53034689,5,1599,0,0,0,3,0,5,0,0,0,0,0,1500,319.8,0,0,0,0,0,0,0,5, ,Free BOB Tokens - BobsRepair.com
7801,140,0x0e2fa227599b1701ceeecfbf0c92d8d23b2f493e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
7803,142,0x0e50fac3b2eaee7ba87b6d644b6c03e946b19f8d,0,1084.31,274829.52,1,3,0,3,1,0.1,0.99,0.539188,1.616704,1.616704,1.616704,0,0,0,4,1.616704,1.617565,0,0.000861,2,112.37,0,0,0,2,0,2,0,0,0,0,13.37,99,56.185,0,0,0,0,0,0,0,2, ,Blockwell say NOTSAFU
7816,155,0x0f89b38968065a571eeaf34dd6bf2093fb55c20f,277.88,749.25,26898.78,24,27,0,18,24,0.018652,3.994,1.006088,0.065,3.99,1.131162,0,0,0,51,27.147890000000004,27.16436814,0,0.01647814,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
7823,162,0x10c44ab858b90e09c725158906f71833ff417acc,0,6.77,25720.32,1,4,0,4,1,0.040381,0.132048,0.076312,0.304199,0.304199,0.304199,0,0,0,5,0.30419875,0.30524875,0,0.00105,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
7833,172,0x11c058c3efbf53939fb6872b09a2b5cf2410a1e2c3f3c867664e43a626d878c0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
7838,177,0x12a1ccf979d65333e8e27ede047b476736b584a6,832.46,2929.85,78078.7,41,15,0,10,28,0.09224,16.855948,2.159841,0,13.455752,0.73805,0,0,0,56,30.26006516,32.39761455,0,2.137549388,29,2443236.048,2442835.058,0,7,6,0,13,0,0,0,0,0,1704864.397,135735.336,0,2070864.397,222075.9143,0,0,0,11,13,Brickblock,KickCoin
7856,195,0x1597d86b81166cf78bb56ac4cab48ef81f203d23,0,2338.4,135240.23,1,4,0,4,1,0.1,0.5,0.296703,1.18,1.18,1.18,0,0,0,5,1.18,1.18681082,0,0.00681082,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
7862,201,0x16112015d50fac2d084e096feea0863800517f94,0,0,377.03,1,1,0,1,1,0.5,0.5,0.5,0.499559,0.499559,0.499559,0,0,0,2,0.499559,0.5,0,0.000441,1,15,0,0,0,1,0,1,0,0,0,0,15,15,15,0,0,0,0,0,0,0,1, ,Lino
7885,224,0x1865bf39ec9712f5f3d57cf423495c318939ab3e,0,772.64,37325.87,1,18,0,17,1,0.122,10,1.7856009999999998,32.14,32.14,32.14,0,0,0,19,32.14,32.14082037,0,0.00082037,2,450000,0,0,0,2,0,2,0,0,0,0,0,450000,225000,0,0,0,0,0,0,0,2, ,DIGIBYTE
7891,230,0x18f3489d959fd0e3fac366646e08f9aeabea4d75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
7896,235,0x199eee5b6ca1aaf030c77f0b5c50e39908fd2072,1504,332.21,3672.42,2,2,0,2,2,1,10,5.5,5,5.989,5.4945,0,0,0,4,10.989,11,0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,
7904,243,0x1abc65765fd0df7d997635ebe3027384bcf7923e,0,24132.82,434390.75,0,18,1,9,0,0.010569,9.999629,0.944724,0,0,0,0,0,0,19,0,17.00502944,0,17.00502944,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
7912,251,0x1b7bdc46fb5d65c6d688bfadcfb7d3a434413956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
7915,254,0x1b8ee5cb5520ea3d12f64a8973c2a4f0cbcb1564,1844.76,363.75,18343.58,6,20,0,16,2,0,5.99,1.243781,3,6,4.145076,0,0,0,26,24.87045703,24.87562303,0,0.005166,2,2.674,0,0,0,2,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
7938,277,0x1d64ea27764164debb4e891eb04d524f42904b08,0,9188.47,18376.95,0,2,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
7939,278,0x1d7821b0167c9eb24b49977d394fb5e4e2c9ab6f,0,15.54,71319.4,1,3,0,3,1,0.5,1.39,0.796667,2.389139,2.389139,2.389139,0,0,0,4,2.389139,2.39,0,0.000861,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
7941,280,0x1d82886f997d0b124dfab342558bc463299c8a6b,0,24941.28,174588.93,0,7,1,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
7980,319,0x2276f412d2ae5dc2cdc293b0df70a8273f6f6771,2393.43,76.14,28873.43,12,2,0,2,12,0.57,0.685292,0.627646,0.02109,0.650999,0.10441,0,0,0,14,1.2529247959999998,1.25529242,0,0.002367624,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
8003,342,0x257890939f7c0b758897f7bd49a590b7190043e0,2325.08,163.21,6771.82,2,13,0,11,1,0.234043,7.9973,1.72973,3,19.484771,11.242386,0,0,0,15,22.48477125,22.48649325,0,0.001722,86,173.55599999999995,0,0,0,65,0,78,0,0,0,0,0,30,2.018093,0,0,0,0,0,0,0,76, ,Hash Power Token
8020,359,0x2789b7b3557f39643198433daebf6b43512be65b,323.86,136.68,5770.12,6,28,0,26,6,0.0095,2,0.4876140000000001,0.153089,12.66333,2.274403,0,0,0,34,13.64641888,13.65319388,0,0.006775,1,17109,0,0,0,1,0,1,0,0,0,0,17109,17109,17109,0,0,0,0,0,0,0,1, ,CANDY
8036,375,0x29c3adf6f50e2186c21f5ebb1ac073115831286e,0,49.74,247745.63,1,32,0,24,1,0.08281,8,1.204291,39.036463,39.036463,39.036463,0,0,0,33,39.03646299,38.53732399,0,-0.499139,4,1.337,0,0,0,3,0,4,0,0,0,0,0,1.337,0.33425,0,0,0,0,0,0,0,4, ,GSENetwork
8037,376,0x29e225d888cf11c5e67613bffd30bcf071eb3d4a,1789.2,161.94,141592.17,69,112,0,98,56,0.003904,25.001033,1.079788,0,102,1.751049,0,0,0,181,120.82238490000002,120.9362285,0,0.113843652,222,359533.0753,333170.666,0,8,88,0,69,0,0,0,0,0,53901.02099,2233.124691,0,92248.33556,5461.814197,0,0,0,53,69,Tronix,Tronix
8046,385,0x2aa40bb0993b5a2d00da4c1cd9555c626974c1a9,0,0,40.28,1,1,0,1,1,2,2,2,1.999013,1.999013,1.999013,0,0,0,2,1.999013,2,0,0.000987,,,,,,,,,,,,,,,,,,,,,,,,,
8052,391,0x2b3f15a55a68c4c81ae8331c2fe8e90008993f51,0,128.95,4714.13,1,3,0,3,1,0.1,1.5,0.866667,2.59,2.59,2.59,0,0,0,4,2.59,2.6,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
8056,395,0x2bd267ad20e8c42c85f9c16fd4c6f24770dc492c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
8058,397,0x2c11e2b870472a32027500bf0facceb7200e768b,0,475.84,12716.13,1,3,0,3,1,0.7,10,3.9,11.69895,11.69895,11.69895,0,0,0,4,11.69895,11.7,0,0.00105,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
8064,403,0x2d19f9fece6da18f2899944b0621c5ecebaa249b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
8071,410,0x2d8d2ac5f701363b17f07a46e15e2e97282f5b0a,0,0,2242.45,1,1,0,1,1,0.408515,0.408515,0.408515,0.408,0.408,0.408,0,0,0,2,0.408,0.4085154,0,0.0005154,,,,,,,,,,,,,,,,,,,,,,,,,
8093,432,0x3095e50d8b6ecd80edc83943a19e00bf596e525f,0,0,5017.8,1,1,0,1,1,0.5,0.5,0.5,0.495,0.495,0.495,0,0,0,2,0.495,0.5,0,0.005,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
8098,437,0x3132215a1298f645567f2309ccd64b1ef5edde30,0,427.7,3192.87,1,7,0,7,1,0.5,10.1082,2.036143,14.252517,14.252517,14.252517,0,0,0,8,14.252517,14.253,0,0.000483,,,,,,,,,,,,,,,,,,,,,,,,,
8108,447,0x3232d99007e509d29564099c622a89e143fdc05c,37.77,5.18,174.02,2,19,0,19,2,0.001,1.04,0.36467,3.4622660000000005,3.4643660000000005,3.4633160000000003,0,0,0,21,6.92663154,6.92873154,0,0.0021,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
8110,449,0x32c648164d27a2fe26329bb0cff5c379cd1178f9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
8124,463,0x33f74739ce6be3b2c38af76f5adb3866cb4784c4,3.52,51.33,5962.12,221,101,0,99,74,0.00832,64.019675,4.966275,0,482,2.891662,0,0,0,322,639.0573674999998,501.5937353,0,-137.4636322,171,327145.1972,324630.2987,0,3,60,0,67,0,0,0,0,0,75003,2869.694712,0,75003,5695.268397999998,0,0,0,53,67,UnikoinGold,BitAir
8127,466,0x34b6341655061f4b5830cd1a7b20a3516043af57,209.73,774.99,10348.57,5,12,0,11,5,0,3.9,1.353333,1,4.22,3.244,0,0,0,17,16.22,16.24,0,0.02,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
8158,497,0x37d0909cc7ec38f2d966092ea3607f77bc6bc008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
8173,512,0x395b53a4ef9736d698e86607047267f7f640fe34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
8175,514,0x397f44292e564bf85ea67a173d28a9fd5d1c6c73,45.71,463.11,1709.28,7,3,0,2,7,1,100,34,0.999102,50,14.570946,0,0,0,10,101.996619,102,0,0.003381,1,25,0,0,0,1,0,1,0,0,0,0,25,25,25,0,0,0,0,0,0,0,1, ,Data
8178,517,0x39ac3008be15cd3e3f23786faa0550c3e0b92ff2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
8213,552,0x3e3f6ede7d57f3301b46aac40cda2f5ea40fee52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
8219,558,0x3eadb407f81d62d27f63a8881805b1735f70e692,0,9.08,53563.17,1,16,0,11,1,0.5,10,1.767608,28.280871,28.280871,28.280871,0,0,0,17,28.28087145,28.28173245,0,0.000861,2,1.337,0,0,0,2,0,2,0,0,0,0,0,1.337,0.6685,0,0,0,0,0,0,0,2, ,Blockwell say NOTSAFU
8222,561,0x3f2d73bd4f07044e33b4b9161a9a812ff044f02a,0,0,1418.78,1,1,0,1,1,3.99,3.99,3.99,3.9859,3.9859,3.9859,0,0,0,2,3.9859,3.99,0,0.0041,1,100,0,0,0,1,0,1,0,0,0,0,100,100,100,0,0,0,0,0,0,0,1, ,blockwell.ai KYC Casper Token
8248,587,0x42a777e0f24390e7ed461a7af325526e53ac57d9,67172.94,0,134345.88,2,1,0,1,2,0.49,0.49,0.49,0.004641,0.48477,0.244706,0,0,0,3,0.48941138,0.49,0,0.00058862,,,,,,,,,,,,,,,,,,,,,,,,,
8262,601,0x44073b0c378fa8def566209befe169866805b348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
8265,604,0x4427ee02ffa0bfab4206f445a31239323177b587,0,0,315618.2,1,1,0,1,1,0.000242,0.000242,0.000242,3.2e-05,3.2e-05,3.2e-05,0,0,0,2,3.17e-05,0.00024166,0,0.00021,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
8282,621,0x45c3ef2bc2719586cd92766b3895868d3ee9ef92,0,125.71,776.35,1,2,0,2,1,1.3867200000000002,3,2.19336,4.384641,4.384641,4.384641,0,0,0,3,4.384641,4.38672,0,0.002079,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
8290,629,0x46cd13ad73b0260bccec6e722c42a7b76ae19b67,5428.59,278.14,57057.8,8,49,0,44,8,0.09,4.995,0.7203,0.399139,11.5,4.4106,0,0,0,57,35.28479641,35.2947084,0,0.009911992,4,1502.098606,0,0,0,4,0,4,0,0,0,0,0,1500,375.524651,0,0,0,0,0,0,0,4, ,SAFE.AD - 20% DISCOUNT UNTIL 1 MAY
8301,640,0x47d6287a9fc4a1f69c0b20dcc29928ebb44349c6,0,0,78231.1,1,1,0,1,1,0.5,0.5,0.5,0.4991390000000001,0.4991390000000001,0.4991390000000001,0,0,0,2,0.4991390000000001,0.5,0,0.000861,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
8310,649,0x484f46f9dd32a0147126f07da4be61efc26ef42a,0,219.73,5053.82,0,23,0,17,0,0.013205,20,3.854692,0,0,0,0,0,0,23,0,88.65791179,0,88.65791179,5,114.37,0,0,0,5,0,5,0,0,0,0,0,99,22.874,0,0,0,0,0,0,0,5, ,ERC20
8320,659,0x49311a81f5f5df6c109599ed5d7413d85b8bca18,0,0.74,134.87,1,3,0,1,1,0.5,0.5,0.5,1.499559,1.499559,1.499559,0,0,0,4,1.499559,1.5,0,0.000441,,,,,,,,,,,,,,,,,,,,,,,,,
8324,663,0x4974fa50e11fd8f534093ea856a98574f8bf2a50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
8334,673,0x4a36ce6ad774329a8e5ad7e6a51a7c3bcf8cae3b,0,33.61,1359.9,1,8,0,8,1,0.0025,7.6,1.544867,12.357889,12.357889,12.357889,0,0,0,9,12.3578894,12.3589394,0,0.00105,,,,,,,,,,,,,,,,,,,,,,,,,
8341,680,0x4bc2055440dd519fa4d448d2d6899e6604aaedc5,65329.73,0,130659.45,2,1,0,1,2,0.0035,0.0035,0.0035,0,0.002669,0.001335,0,0,0,3,0.002669214,0.0035,0,0.000830786,4,11.639806,10.302806,0,1,2,0,2,0,0,0,0,1.337,7,3.879935,10.302806,10.302806,10.302806,0,0,0,1,2,OmiseGO,OmiseGO
8346,685,0x4c569022016eba68ea10dee702670dc82d2749af,0,0,3527.05,1,1,0,1,1,0.5,0.5,0.5,0.4991390000000001,0.4991390000000001,0.4991390000000001,0,0,0,2,0.4991390000000001,0.5,0,0.000861,,,,,,,,,,,,,,,,,,,,,,,,,
8357,696,0x4d6102bcbe452015a7d656a97de3f30f10054ceb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
8359,698,0x4dad23689bef624af5d1757a56135901c915fcfd,249.59,253.5,4301.65,2,15,0,14,2,0.002,5.154,1.047694,5.153580000000002,10.560993,7.857286999999999,0,0,0,17,15.71457338,15.71541338,0,0.00084,2,1.337,0,0,0,2,0,2,0,0,0,0,0,1.337,0.6685,0,0,0,0,0,0,0,2, ,Blockwell say NOTSAFU
8366,705,0x4e790c545478029d20816a7212c46adde058d63e,2298.78,1270.11,46637.03,12,15,0,12,11,0.013574,5,1.130801,0.005,9.020746,1.413053,0,0,0,27,16.95663765,16.96201365,0,0.005376,3,366.337,0,0,0,2,0,3,0,0,0,0,0,365,122.112333,0,0,0,0,0,0,0,3, ,Bulleon Promo Token
8384,723,0x504c839db36171d13f1b78ab323cf3ea084995fa,0,0,2931.68,1,1,0,1,1,2.65,2.65,2.65,2.649139,2.649139,2.649139,0,0,0,2,2.649139,2.65,0,0.000861,,,,,,,,,,,,,,,,,,,,,,,,,
8387,726,0x508e1101755a4a6ae228b0e18002a816ce3418ce,0,556.52,69405.57,1,9,0,7,1,0.116369,1.143845,0.5155890000000001,4.639444,4.639444,4.639444,0,0,0,10,4.639444278,4.64030527,0,0.000860992,3,2.277070174,0,0,0,3,0,3,0,0,0,0,0,2.27707,0.759023,0,0,0,0,0,0,0,3, ,SAFE.AD - 20% DISCOUNT UNTIL 1 MAY
8394,733,0x5188d13bdd9d7ac30324a569e2ce42488374738e,0,253.47,2788.15,0,11,0,10,0,0.015,8,1.26849,0,0,0,0,0,0,11,0,13.95338787,0,13.95338787,4,100.337,0,0,0,4,0,4,0,0,0,0,0,99,25.08425,0,0,0,0,0,0,0,4, ,GSENetwork
8397,736,0x5208d7f63a089906889a5a9caed81e9c889e64f8,418.3,1764.17,425947.75,82,222,0,168,10,0,10,1.324066,0.015,49.762056,3.574571,0,0,0,304,293.1148052,293.9426738,0,0.82786861,6,15110.337,0,0,0,6,0,6,0,0,0,0,0,15000,2518.3895,0,0,0,0,0,0,0,6, ,Yooba token
8406,745,0x52c9dfd68c67aafc9e3e615fb38824b17def6432,5495.48,5392.88,65227.57,5,7,0,7,4,0.5,5.573801,1.927995,0.499517,5.6,2.697534,0,0,0,12,13.487671,13.495966,0,0.008295,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
8417,756,0x54b623c82365ef20680b17301bd949bcd5599eb9,1767.83,491.45,18470.13,6,16,0,12,5,0,1.820173,0.5148739999999999,0.001,7.190778999999999,1.372513,0,0,0,22,8.23507878,8.23797678,0,0.002898,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
8421,760,0x55456cbd1f11298b80a53c896f4b1dc9bc16c731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
8452,791,0x581cc257051a34972641d008c3915a75771be274,0,26560.16,159360.97,0,6,1,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
8456,795,0x58a166f9a6ff996e2349eea90d42cc198529a037,0,14.84,4309.27,1,2,0,2,1,0.109381,1.331521,0.7204510000000001,1.438822,1.438822,1.438822,0,0,0,3,1.4388225,1.4409014999999998,0,0.002079,,,,,,,,,,,,,,,,,,,,,,,,,
8458,797,0x58dce1959623e1210fe465ca3afa3a05590cc4e7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
8469,808,0x5b5039be7a3a8b779d21908f1000e221f3574fa5,0,1225.6,15712.12,1,10,0,10,1,0.465461,1.5626,0.747782,7.475743,7.475743,7.475743,0,0,0,11,7.475742704,7.477821704,0,0.002079,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
8473,812,0x5bc989f38ec9b913b0fbd8b702858214d428a1bd,1068.91,7973.57,64366.27,8,7,0,6,3,0.1,1,0.367687,0.099512,0.74933,0.321226,0,0,0,15,2.569807356,2.573811387,0,0.00400403,,,,,,,,,,,,,,,,,,,,,,,,,
8480,819,0x5c9b3fa74e0700a3cbffd168c7342799a163ba53,66347.63,1671.98,509576.77,7,27,0,22,6,0.05,5.99,1.690348,0.0001,13.289193,6.5184989999999985,0,0,0,34,45.62949002,45.6393952,0,0.00990518,6,467,0,0,0,5,0,6,0,0,0,0,0,365,77.833333,0,0,0,0,0,0,0,6, ,ERC20
8500,839,0x5e6dcab4f8edbfc1537b804803d831e5f42d8f3b,0,49440.55,197762.18,0,4,1,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
8533,872,0x634cdd7ebeccccf517cd8f4eca959474bc1b58cc,1387.23,2603.16,15961.58,4,4,0,4,4,0.5,3.524393,1.7511869999999998,0.389767,3,1.750704,0,0,0,8,7.002817741,7.00474984,0,0.001932099,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
8546,885,0x6488b63be2fc20c1f25983a53c447f6530351971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
8553,892,0x6506827d91659e871fc7267160ba1c3407195270,10.83,45.26,1284.23,35,20,0,17,16,0.00741,39.8,6.1292620000000015,0,202,5.846967,0,0,0,55,204.6438514,122.5852364,0,-82.05861499,24,10982.92275,10982.72029,0,1,11,0,12,0,0,0,0,0,10951.202,610.162375,0,10951,1830.453381,0,0,0,6,12,OmiseGO,Monetha
